classification_loss,regression_loss,classification_acc,regression_r2
0.024258492048829794,15.581865119934083,0.9863013698630136,-2.025254408727142
0.039754319563508035,9.745907592773438,0.9931506849315068,-0.8649886748614142
0.053597676753997806,6.5455474853515625,0.9794520547945206,-0.1746261224808534
0.06879551038146019,4.032280826568604,0.9794520547945206,0.25679487003021606
0.16203099191188813,3.746679258346558,0.958904109589041,0.2731808901014211
0.04476518556475639,2.8299813747406004,0.9863013698630136,0.4814476676426621
0.06813551047816872,3.191355514526367,0.9794520547945206,0.4118299620955763
0.0742704102769494,2.020720624923706,0.9726027397260274,0.5922187078661378
0.03737552799284458,2.6854124546051024,0.9863013698630136,0.4891785278526518
0.04441458340734243,2.610040378570557,0.9863013698630136,0.49612520383968306
0.04920123219490051,2.3695361852645873,0.9863013698630136,0.5632557961853137
0.01975271534174681,2.0928924560546873,1.0,0.6222527365163382
0.05989967547357082,2.473249840736389,0.9931506849315068,0.5143589979232295
0.06383814727887512,2.041404700279236,0.9726027397260274,0.6176189394862803
0.02553900219500065,2.226995277404785,0.9931506849315068,0.5686939446715074
0.09897365085780621,1.6309797048568726,0.9794520547945206,0.6882141769910639
0.04384174048900604,1.8964951515197754,0.9794520547945206,0.6611474105373585
0.02238969933241606,2.4218557357788084,1.0,0.5659628494078903
0.07011064551770688,1.7188611268997191,0.9794520547945206,0.668857953268696
0.037999052088707685,2.0561620473861693,0.9794520547945206,0.6254427071237099
0.036813337728381156,1.4881214857101441,0.9931506849315068,0.7244404723066897
0.02346219466999173,1.9255310535430907,1.0,0.6389338454148794
0.02742631211876869,2.7257575035095214,0.9931506849315068,0.5763820288618877
0.01896075773984194,1.6861205577850342,0.9931506849315068,0.691429281032611
0.04776259567588568,1.1523830771446228,0.9794520547945206,0.7761838251170908
0.06966374292969704,1.6801139950752257,0.9726027397260274,0.67301446010931
0.12711831256747247,2.007030749320984,0.9726027397260274,0.61480172374628
0.0527826301753521,1.9264949798583983,0.9863013698630136,0.6346534603924157
0.10514740720391273,2.09174131155014,0.9657534246575342,0.6022296638064093
0.058509968826547264,1.7931382417678834,0.9794520547945206,0.6530858357737273
0.2575624167919159,1.8567975997924804,0.952054794520548,0.6359501163477037
0.04253332745283842,1.6691718816757202,0.9863013698630136,0.6758775722932266
0.07132992073893547,1.123873496055603,0.9726027397260274,0.7831773758323026
0.08148318901658058,1.8441675662994386,0.9726027397260274,0.7063586665509581
0.05687515866011381,1.1473458290100098,0.9931506849315068,0.7800789398799676
0.04427581075578928,1.666947364807129,0.9794520547945206,0.6843059497340582
0.0606317144818604,1.084492838382721,0.9794520547945206,0.7899069440409855
0.07003046050667763,2.2688296318054197,0.9726027397260274,0.5798167100193652
0.0293202699162066,1.4195982336997985,0.9863013698630136,0.744830093911805
0.04282188871875405,1.4240541577339172,0.9794520547945206,0.7213438386192499
0.02090281480923295,1.3534069776535034,0.9931506849315068,0.7394158229514358
0.10773123353719712,1.4205183506011962,0.9657534246575342,0.7290272374245539
0.05927985608577728,1.2564571857452393,0.9931506849315068,0.7675640895987398
0.025440470594912768,1.960008478164673,0.9863013698630136,0.7195195738109039
0.039978752937167884,1.0932967901229858,0.9794520547945206,0.7988570446838322
0.030126953683793544,1.321372127532959,0.9931506849315068,0.758132074030757
0.061246649082750085,0.990433394908905,0.9794520547945206,0.8014521565112623
0.0168593630194664,1.492926788330078,1.0,0.7102323075478743
0.039407160505652426,1.1396072030067443,0.9794520547945206,0.7809976991290426
0.030740359053015708,1.4378418326377869,0.9931506849315068,0.7404507591807723
0.031823781318962574,1.3346702098846435,0.9931506849315068,0.755026691602166
0.03392205433920026,1.2747212290763854,0.9931506849315068,0.7418968399035227
0.007509462628513574,1.062207007408142,1.0,0.8110625240097931
0.05231068534776569,1.1430432796478271,0.9931506849315068,0.7844495228444223
0.01023483854951337,1.1375519275665282,1.0,0.7763486954038594
0.020485815894789993,1.4239022254943847,0.9863013698630136,0.7469696742421157
0.03799273641780019,1.553430712223053,0.9863013698630136,0.7660390337930699
0.012969344714656472,0.9401813983917237,1.0,0.8313638808568462
0.009633233863860368,1.3330232501029968,1.0,0.7519112304706629
0.014396455371752381,1.0804332613945007,0.9931506849315068,0.7941876069984692
0.006924316892400384,1.1424271941184998,1.0,0.7858254830165526
0.018640921963378788,1.01694997549057,0.9931506849315068,0.79769525917168
0.04068740610964596,1.07900013923645,0.9863013698630136,0.7872650957170453
0.030783459171652795,1.1578526496887207,0.9863013698630136,0.7755451605884194
0.014067082968540489,0.9104511618614197,0.9931506849315068,0.8281001255281459
0.015182709088549018,1.36038978099823,0.9931506849315068,0.7430460272664807
0.025738353072665632,0.9108299434185028,0.9931506849315068,0.828609656888438
0.045441247243434194,1.1482163310050963,0.9863013698630136,0.7799264768423367
0.011142977885901928,1.2319935083389282,0.9931506849315068,0.7660509275854652
0.05407306794077158,1.0955543518066406,0.9863013698630136,0.7900265282585606
